x,y,cat,,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
641070,424917,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609532,388425,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629369,398359,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605911,379990,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622550,391601,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607905,403460,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679465,399014,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608711,373665,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623498,399288,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601212,370698,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574989,407228,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563517,391159,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687717,379483,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616040,330855,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653024,367312,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607440,403119,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620240,397022,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599215,391457,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587478,424878,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613921,394043,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624328,392133,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635887,384511,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559877,401053,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617755,401065,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693265,388552,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559933,403956,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655859,416496,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625919,402984,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595215,391491,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617493,379303,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598657,442558,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601644,436831,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617118,374098,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591051,389443,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617296,386864,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616468,394118,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630384,376295,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558770,390646,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637332,414017,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556780,409205,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577473,384210,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650054,432740,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595063,328609,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714443,433876,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603566,410391,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562356,383175,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546166,423311,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626539,394908,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663820,416308,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710910,464586,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624310,398408,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632546,389750,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667249,417107,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608309,377530,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611357,393577,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658219,436184,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615032,402225,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628131,406850,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632390,363198,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575116,345564,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625784,441883,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618893,419740,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579564,428498,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686324,364237,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586242,396484,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623248,399928,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609219,362804,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537211,376777,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605310,394011,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634973,450542,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595411,413706,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613037,419086,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617444,397675,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633304,366062,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592620,446156,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631633,337973,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619637,395224,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620330,398630,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621964,409409,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618446,372298,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629789,426313,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608687,374928,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680646,375662,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591831,438997,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550086,442382,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620330,396776,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551236,401856,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617178,414525,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584938,344365,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622636,456843,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649987,408293,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613719,382828,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576987,392508,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599766,409755,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584077,398498,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561388,355834,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691600,397893,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610676,449688,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600114,413216,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626811,372435,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636291,360636,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570384,393553,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626700,401688,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624106,398619,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523329,404632,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611954,360938,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613536,395801,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576488,397913,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652745,406585,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603193,371867,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610026,444858,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629725,405117,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648429,422590,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562772,382904,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638823,411764,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617764,397102,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579922,379009,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610698,396326,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642607,374702,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621629,397208,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659321,404555,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576235,462612,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598628,425191,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623502,420376,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665965,449273,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608923,385575,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611579,407670,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617573,386848,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589862,418742,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653325,396810,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605073,372055,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623137,408209,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619339,401624,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619295,397643,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578878,420108,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533577,355107,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615934,426539,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690195,475150,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673514,390760,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657120,386782,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549945,372313,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675858,410545,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626586,415166,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618449,404599,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638783,399478,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578113,395458,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622557,361134,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635324,420555,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666135,430421,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689725,465685,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593601,445149,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615094,383077,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624599,417673,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573969,434110,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642881,403147,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634383,422065,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582389,428200,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617330,369828,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621989,394856,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651828,468138,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612936,398723,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613351,407952,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562777,437516,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533212,366954,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618113,400002,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609344,448128,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615342,413931,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623989,368662,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620187,400168,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687638,439257,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573925,449341,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547270,403384,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619318,361696,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588432,446279,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592924,393730,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615325,383841,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611875,422910,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681941,370225,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620818,396967,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662154,385013,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554938,347875,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628655,321099,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619628,399433,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660333,393215,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618391,348381,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565829,395454,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617689,397001,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604554,393193,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572417,403906,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659193,384523,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632060,367800,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633894,404424,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620610,395343,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615175,397627,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624293,333944,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593689,316888,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617319,374666,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572244,349463,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619239,400025,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621622,390298,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622101,371771,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630205,338054,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654147,407182,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637594,420311,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629004,392271,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585207,336451,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618349,397614,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650157,402991,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655201,411873,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602335,433298,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630706,388370,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617428,397343,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621537,390372,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631365,450732,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618406,404239,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601390,453925,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603945,361794,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619427,396945,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660103,414557,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608182,416637,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661166,404325,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620939,385731,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626371,349696,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614683,367259,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619332,401992,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587453,401098,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652349,321291,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617954,395504,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636807,424537,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533889,333741,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623386,387031,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632952,385722,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695010,449565,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626843,367696,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611547,411952,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621241,368090,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581240,362971,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608747,363132,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662177,420431,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615665,405490,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617447,366176,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560393,389490,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685785,409913,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623433,400160,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609091,437020,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624343,403629,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668879,388617,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567105,437623,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657450,365008,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591955,378142,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588952,437524,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607665,447516,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608601,418450,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662830,420955,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605891,428146,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615239,317684,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588933,366439,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618053,357534,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577773,434308,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606558,458285,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620955,389692,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634661,446187,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571692,449353,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605650,447537,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639502,371440,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684568,380640,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658735,399039,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618157,384990,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618869,398187,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603388,403039,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585255,415823,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639507,438534,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594112,399331,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619475,400592,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571570,375257,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659297,373975,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603285,449307,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610199,394579,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590500,418472,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630904,404643,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591725,406549,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621560,397789,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563182,367521,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593879,444161,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616054,371666,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627679,395601,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608195,447380,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616737,397973,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650120,324477,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616926,398697,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650859,460072,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642157,345545,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601369,411415,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604703,392288,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619415,397644,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571043,347389,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659191,459637,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629978,400626,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688487,383589,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598053,438963,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635242,356290,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605899,412428,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656642,407213,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619924,406713,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630067,372798,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600007,377908,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589164,386733,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630491,379017,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618676,377015,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639613,388524,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669409,415893,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681608,436537,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649968,371445,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629000,417990,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658884,390135,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605407,427914,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629891,414975,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621778,364695,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610722,418243,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601599,388540,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615649,429323,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627206,402647,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643965,366316,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614877,402442,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606486,420054,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668482,358452,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628715,434772,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508805,429073,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196462,887983,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335970,846828,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272394,837600,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211165,825505,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226433,837646,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219686,859997,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242087,844255,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213558,873714,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245144,845719,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247997,878582,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283576,809069,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224676,859348,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298214,820903,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245468,859425,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222704,824909,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250921,819639,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249209,801933,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230591,874855,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234091,876039,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286769,862152,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224789,866804,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245023,849247,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263626,851699,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250198,825417,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231263,863308,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307605,840195,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276635,875623,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230399,842538,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
